text,label
"Turkish, Iranian presidents discuss Iraqi Kurdish referendum: Erdogan's office",Human
Iraqi government asks foreign countries to stop oil trade with Kurdistan,Human
Zimbabwean activist pastor arrested for criticizing Mugabe government,Human
Russia says one its generals killed by mortar shelling in Syria: TASS,Human
Highlights: Reactions to German national election,Human
"French Senate vote is blow to Macron, Conservatives keep majority",Human
France's Le Pen congratulates German far-right AfD,Human
Merkel on track for fourth term after German election: exit poll,Human
Six people believed injured in suspected London acid attack,Human
Trump will 'do everything' to avoid nuclear war with North Korea: Mnuchin,Human
National celebrations open Saudi sports stadium to women for first time,Human
London mayor says Britain should not host President Trump on state visit,Human
Police have thwarted seven attacks since March: London mayor,Human
"Russia, Syria intensify bombing of rebel-held Idlib, witnesses say",Human
"I'm no populist, says new leader of Italy's 5-Star",Human
Swiss voters reject raising women's retirement age,Human
Catalan separatists take to the streets ahead of referendum,Human
U.S. allied Syrian groups form civilian council to run Deir al-Zor,Human
Turnout in German election slightly lower than 2013: official,Human
Iran halts flights to Iraq's Kurdish region in retaliation for independence vote,Human
"Car bomber hits NATO convoy in Afghanistan, civilians wounded",Human
Iran halts flights to Iraqi Kurdistan at request of Baghdad: agency,Human
"Scrap plan for new banking tax, London financiers tells UK opposition party",Human
UK's Johnson opposes adopting any new EU rules during Brexit transition,Human
Britain must stay in EU's single market after Brexit: Labour lawmakers,Human
"Not so fast, Theresa: EU seeks divorce terms to stay friends",Human
Kurdish city gassed by Saddam hopes referendum heralds better days,Human
Kenya's chief prosecutor orders investigation into election board,Human
Yemen's Hadi sees only a military solution to crisis: Arabiya TV,Human
U.S cautions citizens of possible unrest during Kurdish independence referendum,Human
Two-thirds of Japan voters oppose PM Abe calling snap election: Kyodo survey,Human
From nursery to university: Emerging market investors buy into education,Human
First refugees taken from offshore detention under U.S. refugee swap deal,Human
Bodybuilder dies after celebrity Muay Thai match with ex-Singapore Idol contestant,Human
Britain will diverge from EU regulations post-Brexit: minister,Human
North Korea says rockets to U.S. 'inevitable' as U.S. bombers fly off North Korean coast,Human
Australian Hindus protest meat advertisement featuring Lord Ganesha,Human
New Zealand's ruling party ahead after poll but kingmaker in no rush to decide,Human
"Taliban shut down clinics in southern Afghan province, official says",Human
Fears of dam collapse add to Puerto Rico's misery after hurricane,Human
U.S.-backed forces capture big gas field in Syria's Deir al-Zor: senior commander,Human
"Deadly aftershock, volcanic ash spread alarm in Mexico",Human
Auditor says he was forced to quit Vatican after finding irregularities,Human
Macron's popularity improving: poll,Human
"China to push for greater cooperation on graft, terrorism at Interpol meeting",Human
"Thai junta leader, backers fuel suspicions of plans to stay in power",Human
New Zealand Labour leader says will not yet concede election,Human
"Syria's Moualem says victory within reach, de-escalation zones temporary",Human
Problems pile up for unlucky village near epicenter of Mexican quake,Human
Mexico school collapse spurs doubts over building code for quakes,Human
"Despite undiplomatic discourse, Trump's dance card is full",Human
Iran tests new missile after U.S. criticizes arms program,Human
One French soldier killed in Iraq-Syria area: French Presidency,Human
Italy's 5-Star names youthful new leader as election nears,Human
"Three Kurdish fighters killed, five wounded in blast south of oil city Kirkuk",Human
France 'extremely concerned' by Iran ballistic missile test,Human
Court ruling favors Ghana in ocean border dispute with Ivory Coast,Human
Russian suspect detained after arson attacks against last tsar film,Human
Iraq asks U.N. for help to build new nuclear power reactor,Human
UNHCR chief meets with Rohingya refugees in Bangladesh camp,Human
"Echoing France, Germany says May offered 'nothing concrete' on Brexit",Human
UK's May sets out transition plan in bid to unlock Brexit talks,Human
Kurdish government holds meetings in Baghdad on eve of independence vote,Human
North Korea says rockets to U.S. 'inevitable' after Trump dubs Kim 'rocket man',Human
"Facing far-right gains, Merkel, Schulz urge undecided Germans to vote",Human
"Turkey extends troop deployment mandate, pressures Iraqi Kurds on vote",Human
U.S. bombers fly off North Korea's coast in show of force,Human
China says North Korea quake not nuclear explosion,Human
France's far-left leader urges French 'resistance' against Macron,Human
"Few ideas, less hope leave Syria crisis on back burner at U.N.",Human
"Turkish parliament extends mandate on troop deployment in Iraq, Syria",Human
"Union leader shot dead near South African Lonmin mine, second death in two weeks",Human
"Venezuela slams Canada sanctions, says Ottawa submitting to Trump",Human
Greek court's rejection of asylum appeals sets bad precedent: Amnesty,Human
"India, at U.N., calls Pakistan 'pre-eminent export factory for terror'",Human
"Syrian migrant tells Germans: Cherish your democracy, go vote!",Human
Saudi Arabia condemns Myanmar government 'policy of repression',Human
Congo president says whoever killed U.N. experts will be punished,Human
Germany calls May's Brexit speech 'disappointing',Human
Somalia's Puntland region captures weapons-laden boat from Yemen,Human
Turkish and Iraqi militaries discuss Kurdish independence vote,Human
"New Zealand's ruling Nationals win most votes, New Zealand First Party kingmaker",Human
"Spain, Catalonia clash over policing as illegal independence vote nears",Human
"Magnitude 6.2 quake hits southeast of Oaxaca, Mexico: USGS",Human
Lithuania gets minority government as junior partner leaves,Human
USGS says cannot confirm if North Korea quake natural or manmade,Human
New Zealand National leader says will speak with kingmaker Peters in the next few days,Human
"U.S. army probes fake evacuation orders sent to U.S. military, families in South Korea",Human
"Uzbekistan drops use of students, teachers, nurses as cotton-pickers: PM",Human
"CTBTO looking at ""unusual seismic activity"" in North Korea",Human
Two seismic events in North Korea unlikely man-made: CTBTO,Human
New Zealand's Ardern says National has more votes but race isn't over,Human
New Zealand Green Party leader says wants to form coalition with Labour and New Zealand First,Human
Korean seismic activity took place 50 km from prior tests: CTBTO,Human
New Zealand First leader says his party holds balance of power in New Zealand elections,Human
New Zealand Labour leader says no immediate talks with likely election kingmaker,Human
"Iraqi Kurdish referendum to trigger new crises, says Turkish official",Human
National Party leads in New Zealand polls; New Zealand First still likely kingmaker,Human
Buddhist mistrust of foreign aid workers hampers relief for Myanmar's Rohingya,Human
Bangladesh grants bail to two detained Myanmar journalists,Human
New Zealand's ruling National ahead in early counting- electoral commission,Human
Refugees reaching Zambia accuse DRC troops of killing civilians: U.N.,Human
Moody's downgrades UK's rating on Brexit and growth fears,Human
Damaged New Zealand fuel pipeline to be restarted Sunday: New Zealand Refining,Human
China says to ban some petroleum exports to North Korea,Human
"U.S. challenged by rising North Korea tensions, Russia urges calm",Human
Tempers fray as search for survivors winds down after Mexico quake,Human
Frida the rescue dog emerges as hero of Mexican earthquake,Human
"China's ruling party expels anti-graft, ex-insurance officials citing graft",Human
Hurricane Maria skirts Turks and Caicos as Puerto Rico endures fresh flooding,Human
China tells Japan not to abandon dialogue over North Korea,Human
"Defying Trump, Iran says will boost missile capabilities",Human
Brazil army deploys in Rio slum as drug-related violence worsens,Human
"Despite tensions, U.S. sees value in New START treaty with Russia",Human
Germany's surging far-right promises to disrupt cozy parliament,Human
UAE says Iran violates 'letter and spirit' of nuclear deal,Human
"Hopes dimming under rubble, Mexico woman's texts help save her",Human
Colombian police seize 7 tons of cocaine at banana farm,Human
"Thirty-two years after quake, angry Mexicans still wait for homes",Human
